symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
REML,"Credit Suisse AG Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT Exchange Traded Notes (ETNs) due July 11, 2036",P,N,,,,,,,,,16.402191,,1185957,3.33,3.35,1185957,,645293,,1342369,3.2,3.32,28.39,,,,3000.0,3.3608,,,,,,,,,3.35,0.018
REMX,VanEck Vectors Rare Earth Strategic Metals ETF,P,Y,,,,,,,,,35.052723,,24742,33.63,34.0,24742,,19969,,42500,33.9,34.08,46.44,,,,1100.0,34.281,,,,,,,,,34.0,0.645
RES,"RPC, Inc. Common Stock",N,N,,30329,Energy,2700.0,Atlanta,GA,United States,Oil & Gas Equipment & Services,3.6061764,0.014326648,882828,3.49,3.53,882828,0.2,239272,735930944.0,1806850,3.38,3.42,8.05,-8.338537,,0.064899996,1800.0,3.52,0.591,-0.41,,3.16,11889660.0,5.58,52337441.0,668761408.0,3.53,0.05
RESP,WisdomTree U.S. ESG Fund,P,Y,,,,,,,,,30.643538,,4285,32.6544,32.57,4285,,3403,,12864,32.531,32.9,36.27,,,,800.0,32.67,,,,,,,,,32.57,0.169
RETL,Direxion Daily Retail Bull 3X Shares ETF,P,Y,,,,,,,,,183.36177,,16300,138.22,141.15,16300,,9176,,16356,133.99,138.48,292.6,,,,1000.0,140.0,,,,,,,,,141.15,0.87
REVG,"REV Group, Inc. Common Stock",N,N,,53202,Industrials,8040.0,Milwaukee,WI,United States,Farm & Heavy Construction Machinery,8.679265,0.0304414,513885,6.57,6.75,513885,0.2,121716,408016672.0,364603,6.19,6.46,14.99,9.214286,,0.0468,1300.0,6.75,0.31,0.7,,7.912,2746966.0,7.52,26691243.0,749039104.0,6.75,0.05
REVS,Columbia Research Enhanced Value ETF,P,Y,,,,,,,,,19.06853,,28,14.99,16.814,28,,0,,3837,16.814,18.35,21.618,,,,1000.0,16.814,,,,,,,,,16.814,0.149
REW,ProShares UltraShort Technology,P,Y,,,,,,,,,11.709632,,25000,7.58,7.77,25000,,17221,,59967,7.481,7.56,22.72,,,,1100.0,7.77,,,,,,,,,7.77,0.01
REXR,"Rexford Industrial Realty, Inc. Common Stock",N,N,,90025,Real Estate,123.0,Los Angeles,CA,United States,REIT—Industrial,44.22912,0.019469026,898014,39.55,39.99,898014,0.86,271248,4848511488.0,1070779,39.49,39.53,53.48,85.91304,2.24,0.0217,900.0,40.28,20.975,0.46,,20.421,1726237.0,1.57,115796356.0,5967905280.0,39.99,0.215
REYN,Reynolds Consumer Products Inc. - Common Stock,Q,N,N,60045,Consumer Cyclical,5100.0,Lake Forest,IL,United States,Packaging & Containers,30.391235,,387171,34.38,34.34,387171,0.6,159347,7127703552.0,785640,33.58,34.14,35.92,,,0.0179,800.0,34.34,3.016,,,-5.133,371170.0,0.51,54226452.0,9341645824.0,34.34,0.15
REZ,iShares Trust iShares Residential Real Estate ETF,P,Y,,,,,,,,,68.58037,,48614,60.69,61.38,48614,,19065,,83412,60.29,60.29,82.19,,,,1100.0,60.9318,,,,,,,,,61.38,0.503
RF,Regions Financial Corporation Common Stock,N,N,,35203,Financial Services,19743.0,Birmingham,AL,United States,Banks—Regional,13.536397,0.05050084,10480385,11.98,12.16,10480385,0.62,5812785,11185070080.0,15233383,11.555,11.69,17.54,9.47561,2.62,0.051799998,2900.0,12.22,4.041,1.23,,16.734,18532043.0,1.35,956109603.0,20993894400.0,12.16,0.155
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,Q,Y,N,,,,,,,,48.383675,,1800,46.56,46.99,1800,,6535,,4095,46.88,47.18,53.85,,,,800.0,47.01,,,,,,,,,46.99,0.688
RFCI,RiverFront Dynamic Core Income ETF,P,Y,,,,,,,,,25.482779,,11700,26.205,26.18,11700,,16521,,27808,26.06,26.2,26.33,,,,1300.0,26.1871,,,,,,,,,26.18,0.042
RFDA,RiverFront Dynamic US Dividend Advantage ETF,P,Y,,,,,,,,,32.175182,,10042,31.6248,31.85,10042,,26940,,27924,31.69,31.87,36.27,,,,800.0,31.8792,,,,,,,,,31.85,0.056
RFDI,First Trust RiverFront Dynamic Developed International ETF,Q,Y,N,,,,,,,,53.70123,,15271,51.159,51.82,15271,,19914,,41917,51.69,52.04,60.554,,,,1100.0,52.0988,,,,,,,,,51.82,0.154
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,Q,Y,N,,,,,,,,57.475323,,4428,52.3871,52.28,4428,,19837,,8409,52.22,52.4,67.12,,,,1100.0,52.41,,,,,,,,,52.28,1.344
RFEU,First Trust RiverFront Dynamic Europe ETF,Q,Y,N,,,,,,,,55.60878,,2071,52.31,53.15,2071,,5185,,5280,53.08,53.66,63.27,,,,1200.0,53.618,,,,,,,,,53.15,0.194
RFFC,RiverFront Dynamic US Flex-Cap ETF,P,Y,,,,,,,,,32.36723,,9557,31.7693,32.17,9557,,66262,,28556,31.77,31.86,36.96,,,,1000.0,32.17,,,,,,,,,32.17,0.047
RFG,Invesco S&P Midcap 400 Pure Growth ETF,P,Y,,,,,,,,,139.5611,,7271,146.8421,148.11,7271,,1530,,14551,147.14,147.78,160.58,,,,800.0,148.0395,,,,,,,,,148.11,0.227
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",N,N,,10017-1216,Financial Services,,New York,NY,United States,Asset Management,13.153824,0.081494056,96785,11.78,11.97,96785,0.96,46409,310080896.0,158835,11.7763,11.84,15.84,,7.47,0.084,900.0,11.99,29.481,,,14.205,8437.0,0.06,,317847264.0,11.97,0.08
RFUN,RiverFront Dynamic Unconstrained Income ETF,P,Y,,,,,,,,,24.775229,,1357,24.77,24.76,1357,,3643,,2158,24.69,24.83,25.69,,,,1300.0,24.76,,,,,,,,,24.76,0.087
RFV,Invesco S&P Midcap 400 Pure Value ETF,P,Y,,,,,,,,,56.525517,,4942,51.8634,52.23,4942,,3373,,19872,51.4,51.57,70.72,,,,1300.0,52.23,,,,,,,,,52.23,0.425
RGCO,RGC Resources Inc. - Common Stock,Q,N,N,24016,Utilities,106.0,Roanoke,VA,United States,Utilities—Regulated Gas,27.14853,0.025944298,15985,26.21,26.61,15985,0.7,5331,219325840.0,21641,26.38,26.99,31.98,20.572521,2.71,0.0272,1100.0,27.137,4.851,1.31,,11.1,48589.0,2.78,7589565.0,309260384.0,26.61,0.175
RGI,Invesco S&P 500 Equal Weight Industrials Portfolio,P,Y,,,,,,,,,121.67684,,11885,118.29,119.0,11885,,1865,,20211,117.5301,118.12,141.39,,,,1300.0,118.0172,,,,,,,,,119.0,0.508
RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,80202,Basic Materials,23.0,Denver,CO,United States,Gold,111.42258,0.00622125,596428,132.61,133.98,596428,1.12,154080,8747207680.0,862966,132.42,133.6,139.63,43.16505,1.3,0.0084,800.0,135.19,18.322,3.09,,34.196,1245244.0,1.56,65219075.0,8990642176.0,133.98,0.28
RGP,"Resources Connection, Inc. - Common Stock",Q,N,N,92614,Industrials,992.0,Irvine,CA,United States,Consulting Services,11.615192,,209214,11.7,11.86,209214,0.56,44281,376893088.0,249128,11.48,11.68,15.55,,2.94,0.0497,900.0,11.86,0.577,,,,342841.0,1.53,30192888.0,407562784.0,11.86,0.14
RGR,"Sturm, Ruger & Company, Inc. Common Stock",N,N,,06890,Industrials,1609.0,Southport,CT,United States,Aerospace & Defense,49.9425,0.012656174,339885,61.63,61.72,339885,0.78,85566,1084220672.0,299487,61.65,62.09,63.0,22.716116,2.24,0.0128999995,1800.0,63.0,2.057,2.73,,17.035,433570.0,2.0,15599519.0,864298880.0,61.72,0.35
RGS,Regis Corporation Common Stock,N,N,,55439,Consumer Cyclical,14000.0,Minneapolis,MN,United States,Personal Services,12.899779,0.0,677000,11.14,11.19,677000,,277222,385181952.0,612327,10.6116,10.73,23.27,13.207317,,,800.0,11.2399,1.411,0.82,,7.734,6315508.0,8.86,22078521.0,1358153728.0,11.19,0.26
RGT,"Royce Global Value Trust, Inc. Common Stock",N,N,,10151,Financial Services,,New York,NY,United States,Asset Management,10.486618,,35571,11.18,11.24,35571,0.06,20343,119111792.0,51587,11.285,11.38,12.33,,1.13,0.0055,1000.0,11.3502,,,,,39868.0,0.71,,,11.24,0.06
RHS,Invesco S&P 500 Equal Weight Consumer Staples ETF  ,P,Y,,,,,,,,,138.09229,,14171,135.6,136.3,14171,,2970,,40711,135.645,136.3,149.15,,,,1100.0,136.4219,,,,,,,,,136.3,0.829
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",Q,N,N,77066,Consumer Cyclical,2200.0,Houston,TX,United States,Restaurants,16.00875,0.008843968,427600,15.83,16.25,427600,0.14,83660,141213712.0,239420,15.17,15.55,27.79,6.908482,,0.0088,1300.0,16.35,1.471,2.24,,17.699,727464.0,3.63,8262394.0,266243616.0,16.25,0.04
RIF,RMR Real Estate Income Fund (MD) Common Stock,A,N,,02458,Financial Services,,Newton,MA,United States,Asset Management,16.394339,0.11558669,68857,11.42,11.47,68857,1.32,9069,117586208.0,83964,11.48,11.54,22.64,,,0.1258,800.0,11.55,18.251,,,25.027,,,,216193584.0,11.47,0.33
RIGS,RiverFront Strategic Income Fund,P,Y,,,,,,,,,24.03647,,30471,23.83,23.91,30471,,11113,,58106,23.83,23.92,25.3,,,,1200.0,23.9136,,,,,,,,,23.91,0.072
RILY,"B. Riley Financial, Inc. - Common Stock",Q,N,N,91367,Financial Services,982.0,Woodland Hills,CA,United States,Financial Conglomerates,22.960442,0.03481823,94814,19.53,19.87,94814,1.0,83774,514996384.0,129803,19.63,19.91,30.17,,1.97,0.0525,900.0,20.2127,2.455,,,9.181,452926.0,3.81,15268553.0,1033402688.0,19.87,0.35
RINF,ProShares Inflation Expectations ETF,P,Y,,,,,,,,,25.279192,,2200,24.076,24.08,2200,,154,,4864,24.08,24.37,27.33,,,,1800.0,24.08,,,,,,,,,24.08,0.037
RING,iShares MSCI Global Gold Miners ETF,Q,Y,N,,,,,,,,23.780367,,538814,27.47,28.25,538814,,86948,,501522,27.6655,27.89,31.84,,,,1000.0,28.299,,,,,,,,,28.25,0.054
RIV,"RiverNorth Opportunities Fund, Inc. Common Stock",N,N,,60654,Financial Services,,Chicago,IL,United States,Asset Management,14.893044,,80814,13.55,13.61,80814,2.16,29570,127692952.0,100091,13.53,13.65,17.453295,,,0.16309999,1200.0,13.68,,,,,48947.0,1.6,,,13.61,0.18
RIVE,Riverview Financial Corporation - Common Stock,Q,N,N,17110,Financial Services,276.0,Harrisburg,PA,United States,Banks—Regional,9.714412,0.054257095,6842,5.99,6.05,6842,0.3,2085,56459396.0,12088,6.05,6.2,13.6,,4.02,0.0508,1300.0,6.2,0.434,,,12.824,4393.0,0.27,6329275.0,19945726.0,6.05,0.075
RLGY,Realogy Holdings Corp. Common Stock,N,N,,07940,Real Estate,10150.0,Madison,NJ,United States,Real Estate Services,7.7510295,0.02852615,2867200,6.31,6.41,2867200,0.36,1041228,715294912.0,3811775,5.93,6.09,13.88,7.9485903,,0.0375,900.0,6.4359,0.798,0.78,,14.147,16548377.0,4.44,113973991.0,4518405120.0,6.41,0.09
RLI,RLI Corp. Common Stock (DE),N,N,,61615,Financial Services,882.0,Peoria,IL,United States,Insurance—Property & Casualty,86.36552,0.011410146,241742,80.63,81.55,241742,0.96,37584,3632449536.0,328851,80.1037,80.86,99.93,33.413223,1.24,0.012200001,1100.0,81.08,4.028,2.42,,20.384,2274537.0,6.56,38053083.0,3455413248.0,81.55,0.24
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,N,N,,20814,Real Estate,87.0,Bethesda,MD,United States,REIT—Hotel & Motel,12.990221,0.08984726,2714500,11.13,11.28,2714500,1.0,420688,1772402048.0,3274353,10.67,10.7,18.37,-19.169641,6.36,0.0941,800.0,11.28,2.449,-0.56,,16.403,11888547.0,4.05,161305637.0,3513482752.0,11.28,0.01
RLY,SPDR SSgA Multi Asset Real Return ETF,P,Y,,,,,,,,,22.728971,,46285,20.87,21.13,46285,,6328,,47882,19.7215,20.91,25.74,,,,2200.0,21.13,,,,,,,,,21.13,0.07
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",N,N,,80237,Real Estate,500.0,Denver,CO,United States,Real Estate Services,31.43228,0.029432135,135257,28.88,29.44,135257,0.88,61207,889180032.0,179959,28.26,28.61,40.78,13.11267,1.68,0.0305,800.0,29.5817,1.0,2.21,,27.582,698636.0,4.79,16335853.0,281456960.0,29.44,0.22
RMD,ResMed Inc. Common Stock,N,N,,92123,Healthcare,7240.0,San Diego,CA,United States,Medical Instruments & Supplies,157.2147,0.010148981,632628,153.71,154.97,632628,1.56,140080,22942898176.0,893174,154.195,159.02,177.99,34.626637,1.59,0.0101,800.0,160.39,8.541,4.58,,15.598,1561717.0,2.08,143273825.0,24698808320.0,154.97,0.39
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",N,N,,60654,,,Chicago,IL,United States,,21.39728,,37214,20.2891,20.3,37214,1.1,7609,129823512.0,30843,20.23,20.41,24.17,,,0.0553,900.0,20.3899,,,,,14398.0,0.34,,,20.3,0.092
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",N,N,,60654,,,Chicago,IL,United States,,18.766006,,70657,16.55,16.56,70657,,23314,,58464,16.48,16.63,22.84,,,,2900.0,16.67,,,,,,,,,16.56,0.092
RMR,The RMR Group Inc. - Class A Common Stock,Q,N,N,02458,Real Estate,600.0,Newton,MA,United States,Real Estate Services,37.614006,0.05129088,76185,29.05,29.53,76185,1.52,18413,879311168.0,111087,28.0,28.1,52.73,14.778948,,0.0535,800.0,29.53,2.259,1.9,,18.026,203555.0,2.36,14155584.0,410816704.0,29.53,0.38
RMT,"Royce Micro-Cap Trust, Inc. Common Stock",N,N,,10151,Financial Services,,New York,NY,United States,Asset Management,7.4574265,0.0945758,233942,7.19,7.2,233942,0.64,103172,306014272.0,282822,7.12,7.18,8.96,,12.47,0.0904,1800.0,7.2,61.48,,,9.634,101261.0,0.4,,304721920.0,7.2,0.16
RNDM,First Trust Developed International Equity Select ETF,Q,Y,N,,,,,,,,46.91149,,771,43.2792,43.11,771,,1580,,2948,43.78,44.25,52.97,,,,900.0,44.07,,,,,,,,,43.11,0.061
RNDV,First Trust US Equity Dividend Select ETF,Q,Y,N,,,,,,,,21.475933,,2485,20.5,20.15,2485,,5993,,2756,20.5,20.51,24.71,,,,900.0,20.5,,,,,,,,,20.15,0.077
RNEM,First Trust Emerging Markets Equity Select ETF,Q,Y,N,,,,,,,,45.916485,,228,40.5937,39.89,228,,61,,1366,40.5937,40.88,53.335,,,,1000.0,40.5937,,,,,,,,,39.89,0.03
RNLC,First Trust Large Cap US Equity Select ETF,Q,Y,N,,,,,,,,22.71447,,4085,22.4009,22.369,4085,,1547,,5395,22.369,22.5,25.749,,,,1100.0,22.4514,,,,,,,,,22.369,0.132
RNMC,First Trust Mid Cap US Equity Select ETF,Q,Y,N,,,,,,,,20.462574,,1585,19.6054,19.462,1585,,6292,,6496,19.39,19.53,25.0,,,,800.0,19.5,,,,,,,,,19.462,0.051
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",N,N,,10017-1216,Financial Services,,New York,NY,United States,Asset Management,21.062574,0.08122271,160500,18.32,18.57,160500,1.49,188409,890724480.0,312270,18.41,18.67,25.35,,8.13,0.0828,800.0,18.74,18.825,,,24.726,65801.0,0.24,,1188582784.0,18.57,0.124
RNR,RenaissanceRe Holdings Ltd. Common Stock,N,N,,HM 19,Financial Services,566.0,Pembroke,,Bermuda,Insurance—Reinsurance,174.63971,0.008111789,372785,168.89,171.03,372785,1.4,72756,7452686848.0,447408,168.92,169.41,202.68,10.780255,0.95,0.0083,800.0,171.01,-1.154,15.7,,117.15,598238.0,1.56,43192576.0,-4960975872.0,171.03,0.35
RNSC,First Trust Small Cap US Equity Select ETF,Q,Y,N,,,,,,,,19.066286,,4700,18.2136,18.14,4700,,5606,,4314,18.0701,18.15,22.54,,,,800.0,18.158,,,,,,,,,18.14,0.008
ROAM,Hartford Multifactor Emerging Markets ETF,P,Y,,,,,,,,,20.357368,,6457,18.5,18.48,6457,,758,,38651,18.4798,18.51,23.86,,,,1400.0,18.48,,,,,,,,,18.48,0.562
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automation Index ETF,P,Y,,,,,,,,,39.368603,,287800,42.69,43.0,287800,,201298,,231493,42.81,43.2,44.69,,,,1800.0,43.3,,,,,,,,,43.0,0.156
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,Q,Y,N,,,,,,,,32.22875,,31914,34.5244,34.78,31914,,5179,,29488,34.7247,35.04,36.77,,,,800.0,35.04,,,,,,,,,34.78,0.017
ROCK,"Gibraltar Industries, Inc. - Common Stock",Q,N,N,14219-0228,Industrials,1932.0,Buffalo,NY,United States,Building Products & Equipment,48.519413,,195957,44.45,45.12,195957,,38615,1454187264.0,271035,44.23,44.81,56.58,14.427653,,,1300.0,45.12,1.279,3.11,,20.905,1327328.0,6.39,32146694.0,1367909632.0,45.12,0.05
RODE,Hartford Multifactor Diversified International ETF,Z,Y,,,,,,,,,24.604889,,28,20.7,21.08,28,,1,,67,21.08,22.7,28.083,,,,,21.08,,,,,,,,,21.08,0.433
RODM,Hartford Multifactor Developed Markets (ex-US) ETF,P,Y,,,,,,,,,26.22294,,566385,24.22,24.45,566385,,104504,,1258458,24.41,24.54,29.738,,,,1300.0,24.55,,,,,,,,,24.45,0.35
ROG,Rogers Corporation Common Stock,N,N,,85224,Technology,3600.0,Chandler,AZ,United States,Electronic Components,114.1389,,163385,112.07,112.72,163385,,20515,2107044352.0,167179,109.915,113.52,183.34,20.603102,,,800.0,113.24,2.311,5.48,,50.252,528441.0,4.38,18411268.0,1981054848.0,112.72,0.0075
ROK,"Rockwell Automation, Inc. Common Stock",N,N,,53204,Industrials,23000.0,Milwaukee,WI,United States,Specialty Industrial Machinery,187.62411,0.01815362,1133828,219.24,220.0,1133828,4.08,452497,25445373952.0,1350790,216.74,219.44,221.31,28.56827,2.14,0.0186,1200.0,221.31,3.603,7.69,,5.36,3336045.0,2.94,114943698.0,24358621184.0,220.0,1.02
ROKT,SPDR S&P Kensho Final Frontiers ETF,P,Y,,,,,,,,,32.82191,,1871,31.1007,31.6,1871,,2822,,4679,31.315,31.64,39.8,,,,1400.0,31.6,,,,,,,,,31.6,0.053
ROL,"Rollins, Inc. Common Stock",N,N,,30324,Consumer Cyclical,14952.0,Atlanta,GA,United States,Personal Services,36.94294,0.0109516615,1659357,39.72,40.01,1659357,0.32,529512,13212289024.0,1823246,39.99,40.32,42.8,51.02532,1.09,0.0082,800.0,40.555,6.893,0.79,,2.442,13270690.0,8.62,147508463.0,14298748928.0,40.01,0.08
ROLL,RBC Bearings Incorporated - Common Stock,Q,N,N,06478,Industrials,,Oxford,CT,United States,Tools & Accessories,147.10095,0.013915948,249485,143.72,146.17,249485,,48383,3580154624.0,190822,142.97,143.25,185.06,33.248837,,,1300.0,146.33,4.153,4.3,,43.694,505597.0,2.73,24109805.0,3021502976.0,146.17,2.0
ROM,ProShares Ultra Technology,P,Y,,,,,,,,,149.29124,,73042,162.41,160.86,73042,,19211,,100375,161.41,164.22,198.87,,,,900.0,164.89,,,,,,,,,160.86,0.138
ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF,Z,Y,,,,,,,,,24.175022,,4400,21.6095,21.61,4400,,9521,,18236,21.5701,21.64,28.03,,,,800.0,21.63,,,,,,,,,21.61,0.152
ROOF,IQ US Real Estate Small Cap ETF,P,Y,,,,,,,,,21.933014,,12357,17.6251,17.66,12357,,82936,,16293,17.47,17.56,27.07,,,,1100.0,17.66,,,,,,,,,17.66,0.15
ROP,"Roper Technologies, Inc. Common Stock",N,N,,34240,Industrials,16460.0,Sarasota,FL,United States,Specialty Industrial Machinery,348.14883,0.005142405,489714,379.2,380.0,489714,2.05,151386,40463233024.0,711566,377.18,387.21,395.0,29.296297,0.57,0.0054,800.0,388.54,7.677,13.23,,91.874,1974706.0,3.1,103828717.0,41688379392.0,380.0,0.513
RORE,Hartford Multifactor REIT ETF,P,Y,,,,,,,,,14.102698,,885,11.3564,11.9971,885,,42,,2130,11.27,12.25,17.42,,,,800.0,11.28,,,,,,,,,11.9971,0.19
ROSC,Hartford Multifactor Small Cap ETF,P,Y,,,,,,,,,26.387905,,457,24.4895,24.48,457,,145,,3451,24.48,25.32,31.089,,,,1000.0,25.3776,,,,,,,,,24.48,0.6
ROST,"Ross Stores, Inc. - Common Stock",Q,N,N,94568,Consumer Cyclical,92500.0,Dublin,CA,United States,Apparel Retail,103.37551,0.010881957,3729414,96.49,96.56,3729414,,1291188,35671969792.0,3957517,94.73,99.3,124.16,22.658014,0.9,,800.0,100.44,2.163,4.43,,9.794,4180352.0,1.48,348348249.0,34687016960.0,96.56,0.285
ROUS,Hartford Multifactor U.S. Equity ETF,P,Y,,,,,,,,,31.014992,,39000,30.25,30.35,39000,,52881,,86922,30.2085,30.36,34.95,,,,800.0,30.38,,,,,,,,,30.35,0.141
ROYT,Pacific Coast Oil Trust Units of Beneficial Interest,N,N,,77002,Energy,,Houston,TX,United States,Oil & Gas E&P,0.35919118,1.1514084,606085,0.284,0.285,606085,,475280,11478503.0,735035,0.2802,0.295,2.24,3.7187502,,,800.0,0.3,0.829,0.08,,5.161,481402.0,0.49,,11607446.0,0.285,0.00385
RPAI,"Retail Properties of America, Inc. Class A Common Stock",N,N,,60523,Real Estate,215.0,Oak Brook,IL,United States,REIT—Retail,9.789485,0.10978441,2807100,6.03,6.22,2807100,,1010241,1245119488.0,2931885,5.7038,5.8,14.3,29.075,5.17,,1400.0,6.175,6.194,0.2,,7.474,2454366.0,0.9,211570654.0,2958830336.0,6.22,0.166
RPAR,RPAR Risk Parity ETF,P,Y,,,,,,,,,20.181381,,69142,20.6162,20.71,69142,,8172,,228885,20.6635,20.73,21.41,,,,1300.0,20.74,,,,,,,,,20.71,0.039
RPG,Invesco S&P 500 Pure Growth ETF,P,Y,,,,,,,,,119.5622,,106214,125.18,125.51,106214,,19088,,143274,125.1,126.41,136.48,,,,1100.0,126.527,,,,,,,,,125.51,0.28
RPM,RPM International Inc. Common Stock,N,N,,44258,Basic Materials,15000.0,Medina,OH,United States,Specialty Chemicals,69.43022,0.019346047,506285,73.4,74.32,506285,1.44,162702,9652258816.0,885509,73.05,74.55,77.47,22.72561,2.23,0.0201,1300.0,74.66,2.047,3.28,,10.398,1645333.0,1.9,127671898.0,11565125632.0,74.32,0.36
RPV,Invesco S&P 500 Pure Value ETF,P,Y,,,,,,,,,56.775295,,269271,48.86,49.29,269271,,169202,,332861,48.05,48.41,70.0,,,,900.0,49.27,,,,,,,,,49.29,0.458
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,N,N,,10017-1216,Financial Services,,New York,NY,United States,Asset Management,12.266471,0.096190475,991657,10.5,10.99,991657,0.96,1060822,1437071360.0,1114367,10.57,10.7,16.05,,7.82,0.0967,1100.0,10.99,24.298,,,14.812,58299.0,0.07,,1533104256.0,10.99,0.08
RRBI,"Red River Bancshares, Inc. - Common Stock",Q,N,N,71301,Financial Services,333.0,Alexandria,LA,United States,Banks—Regional,46.715256,0.001429252,12800,41.98,42.7,12800,0.24,3953,307546272.0,15191,42.0,43.74,59.0,13.291139,,0.0058,800.0,42.87,2.541,3.16,,36.077,24635.0,1.46,4729111.0,203036464.0,42.7,0.06
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",Q,N,N,89135,Consumer Cyclical,14000.0,Las Vegas,NV,United States,Resorts & Casinos,17.924706,0.027972028,4786928,14.3,14.35,4786928,0.4,1244588,1744065792.0,2463630,13.91,14.89,27.91,37.1625,,0.0396,900.0,15.0,2.205,0.4,,4.906,3705285.0,2.13,64665235.0,3939257344.0,14.35,0.1
RS,Reliance Steel & Aluminum Co. Common Stock (DE),N,N,,90071,Basic Materials,15300.0,Los Angeles,CA,United States,Steel,104.34441,0.023184715,355442,98.125,99.31,355442,2.5,78398,6191613440.0,591350,96.84,97.44,122.17,13.626051,2.29,0.026600001,800.0,99.01,0.735,7.14,,76.872,1811321.0,3.43,61185500.0,7784517632.0,99.31,0.625
RSG,"Republic Services, Inc. Common Stock",N,N,,85054-6164,Industrials,36000.0,Phoenix,AZ,United States,Waste Management,86.519485,0.018935334,1068471,83.97,84.88,1068471,1.62,315328,26976942080.0,1698608,83.94,84.95,100.91,26.076923,2.11,0.019299999,1200.0,84.99,3.365,3.25,,25.518,2497904.0,1.6,208873275.0,34936664064.0,84.88,0.405
RSP,Invesco S&P 500 Equal Weight ETF,P,Y,,,,,,,,,104.0072,,1453342,101.88,102.78,1453342,,582299,,1994680,101.0813,101.99,118.98,,,,1100.0,102.76,,,,,,,,,102.78,0.73
RSX,VanEck Vectors Russia ETF,Z,Y,,,,,,,,,21.965,,5003857,20.64,20.75,5003857,,2225178,,9353787,20.68,20.85,26.57,,,,1000.0,20.925,,,,,,,,,20.75,1.416
RSXJ,VanEck Vectors Russia Small-Cap ETF,Z,Y,,,,,,,,,32.26147,,2042,28.6123,28.82,2042,,1800,,4874,28.815,28.99,39.95,,,,1800.0,28.8947,,,,,,,,,28.82,1.653
RTH,VanEck Vectors Retail ETF,Q,Y,N,,,,,,,,117.80868,,14442,127.75,128.67,14442,,8412,,24229,127.96,129.23,129.245,,,,1300.0,129.245,,,,,,,,,128.67,1.09
RTLR,Rattler Midstream LP - Common Units Representing Limited Partnership Interests,Q,N,N,79701,Energy,,Midland,TX,United States,Oil & Gas Midstream,11.586029,,694871,8.87,8.88,694871,1.16,182563,1334286592.0,754303,8.47,8.82,20.24,6.2902145,,0.1308,900.0,8.88,2.412,1.4,,16.95,2110180.0,3.47,31198741.0,1162247040.0,8.88,0.29
RTM,Invesco S&P 500 Equal Weight Materials ETF,P,Y,,,,,,,,,101.76184,,9185,100.9,102.05,9185,,767,,11230,100.4201,101.35,116.9,,,,800.0,102.05,,,,,,,,,102.05,0.578
RTX,Raytheon Technologies Corporation Common Stock,N,N,,02451,Industrials,243200.0,Waltham,MA,United States,Aerospace & Defense,79.87402,,13032700,66.65,68.78,13032700,1.9,5633326,103046037504.0,16520998,66.1572,68.0,99.71051,,2.37,0.028499998,1100.0,68.4,1.215,,,,15804584.0,1.23,805840168.0,93425328128.0,68.78,0.475
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,78130,Consumer Cyclical,7000.0,New Braunfels,TX,United States,Auto & Truck Dealerships,40.52191,0.012002824,220871,42.49,43.0,220871,0.52,44378,1487552384.0,244614,41.87,42.47,49.27,19.864485,,0.0128999995,900.0,43.39,0.504,2.14,,32.425,659670.0,3.46,34253205.0,2896554240.0,43.0,0.13
RUSL,Direxion Daily Russia Bull 2X Shares,P,Y,,,,,,,,,42.75647,,492714,15.43,15.64,492714,,387199,,605653,15.52,15.81,83.0,,,,3000.0,15.88,,,,,,,,,15.64,0.117
